filepath,label
webcam_images\scissors\webcam_image_scissors_44.jpg,scissors
webcam_images\scissors\webcam_image_scissors_117.jpg,scissors
webcam_images\scissors\webcam_image_scissors_48.jpg,scissors
webcam_images\rock\webcam_image_rock_164.jpg,rock
webcam_images\rock\webcam_image_rock_261.jpg,rock
webcam_images\paper\webcam_image_paper_166.jpg,paper
webcam_images\paper\webcam_image_paper_211.jpg,paper
webcam_images\scissors\webcam_image_scissors_144.jpg,scissors
webcam_images\rock\webcam_image_rock_171.jpg,rock
webcam_images\paper\webcam_image_paper_254.jpg,paper
webcam_images\rock\webcam_image_rock_222.jpg,rock
webcam_images\paper\webcam_image_paper_16.jpg,paper
webcam_images\rock\webcam_image_rock_40.jpg,rock
webcam_images\scissors\webcam_image_scissors_198.jpg,scissors
webcam_images\rock\webcam_image_rock_9.jpg,rock
webcam_images\paper\webcam_image_paper_204.jpg,paper
webcam_images\paper\webcam_image_paper_249.jpg,paper
webcam_images\rock\webcam_image_rock_284.jpg,rock
webcam_images\scissors\webcam_image_scissors_263.jpg,scissors
webcam_images\rock\webcam_image_rock_98.jpg,rock
webcam_images\paper\webcam_image_paper_221.jpg,paper
webcam_images\paper\webcam_image_paper_126.jpg,paper
webcam_images\scissors\webcam_image_scissors_215.jpg,scissors
webcam_images\paper\webcam_image_paper_197.jpg,paper
webcam_images\paper\webcam_image_paper_274.jpg,paper
webcam_images\scissors\webcam_image_scissors_255.jpg,scissors
webcam_images\rock\webcam_image_rock_161.jpg,rock
webcam_images\rock\webcam_image_rock_198.jpg,rock
webcam_images\scissors\webcam_image_scissors_158.jpg,scissors
webcam_images\scissors\webcam_image_scissors_99.jpg,scissors
webcam_images\scissors\webcam_image_scissors_94.jpg,scissors
webcam_images\scissors\webcam_image_scissors_96.jpg,scissors
webcam_images\paper\webcam_image_paper_289.jpg,paper
webcam_images\paper\webcam_image_paper_231.jpg,paper
webcam_images\rock\webcam_image_rock_192.jpg,rock
webcam_images\paper\webcam_image_paper_206.jpg,paper
webcam_images\paper\webcam_image_paper_43.jpg,paper
webcam_images\scissors\webcam_image_scissors_98.jpg,scissors
webcam_images\rock\webcam_image_rock_275.jpg,rock
webcam_images\rock\webcam_image_rock_10.jpg,rock
webcam_images\paper\webcam_image_paper_246.jpg,paper
webcam_images\scissors\webcam_image_scissors_159.jpg,scissors
webcam_images\rock\webcam_image_rock_188.jpg,rock
webcam_images\rock\webcam_image_rock_204.jpg,rock
webcam_images\rock\webcam_image_rock_47.jpg,rock
webcam_images\paper\webcam_image_paper_196.jpg,paper
webcam_images\rock\webcam_image_rock_172.jpg,rock
webcam_images\rock\webcam_image_rock_41.jpg,rock
webcam_images\rock\webcam_image_rock_216.jpg,rock
webcam_images\rock\webcam_image_rock_3.jpg,rock
webcam_images\scissors\webcam_image_scissors_116.jpg,scissors
webcam_images\rock\webcam_image_rock_34.jpg,rock
webcam_images\rock\webcam_image_rock_125.jpg,rock
webcam_images\paper\webcam_image_paper_68.jpg,paper
webcam_images\scissors\webcam_image_scissors_59.jpg,scissors
webcam_images\paper\webcam_image_paper_245.jpg,paper
webcam_images\paper\webcam_image_paper_199.jpg,paper
webcam_images\paper\webcam_image_paper_52.jpg,paper
webcam_images\rock\webcam_image_rock_61.jpg,rock
webcam_images\rock\webcam_image_rock_224.jpg,rock
webcam_images\scissors\webcam_image_scissors_249.jpg,scissors
webcam_images\rock\webcam_image_rock_28.jpg,rock
webcam_images\rock\webcam_image_rock_4.jpg,rock
webcam_images\rock\webcam_image_rock_135.jpg,rock
webcam_images\scissors\webcam_image_scissors_268.jpg,scissors
webcam_images\paper\webcam_image_paper_163.jpg,paper
webcam_images\scissors\webcam_image_scissors_67.jpg,scissors
webcam_images\rock\webcam_image_rock_33.jpg,rock
webcam_images\rock\webcam_image_rock_122.jpg,rock
webcam_images\scissors\webcam_image_scissors_49.jpg,scissors
webcam_images\scissors\webcam_image_scissors_97.jpg,scissors
webcam_images\rock\webcam_image_rock_159.jpg,rock
webcam_images\scissors\webcam_image_scissors_125.jpg,scissors
webcam_images\paper\webcam_image_paper_114.jpg,paper
webcam_images\rock\webcam_image_rock_138.jpg,rock
webcam_images\rock\webcam_image_rock_25.jpg,rock
webcam_images\paper\webcam_image_paper_210.jpg,paper
webcam_images\paper\webcam_image_paper_9.jpg,paper
webcam_images\paper\webcam_image_paper_273.jpg,paper
webcam_images\rock\webcam_image_rock_49.jpg,rock
webcam_images\rock\webcam_image_rock_30.jpg,rock
webcam_images\paper\webcam_image_paper_79.jpg,paper
webcam_images\rock\webcam_image_rock_119.jpg,rock
webcam_images\scissors\webcam_image_scissors_140.jpg,scissors
webcam_images\scissors\webcam_image_scissors_212.jpg,scissors
webcam_images\rock\webcam_image_rock_258.jpg,rock
webcam_images\paper\webcam_image_paper_192.jpg,paper
webcam_images\rock\webcam_image_rock_103.jpg,rock
webcam_images\scissors\webcam_image_scissors_21.jpg,scissors
webcam_images\rock\webcam_image_rock_282.jpg,rock
webcam_images\rock\webcam_image_rock_162.jpg,rock
webcam_images\paper\webcam_image_paper_23.jpg,paper
webcam_images\rock\webcam_image_rock_22.jpg,rock
webcam_images\rock\webcam_image_rock_194.jpg,rock
webcam_images\rock\webcam_image_rock_289.jpg,rock
webcam_images\scissors\webcam_image_scissors_135.jpg,scissors
webcam_images\paper\webcam_image_paper_44.jpg,paper
webcam_images\rock\webcam_image_rock_105.jpg,rock
webcam_images\rock\webcam_image_rock_94.jpg,rock
webcam_images\scissors\webcam_image_scissors_288.jpg,scissors
webcam_images\scissors\webcam_image_scissors_297.jpg,scissors
webcam_images\scissors\webcam_image_scissors_141.jpg,scissors
webcam_images\rock\webcam_image_rock_1.jpg,rock
webcam_images\paper\webcam_image_paper_97.jpg,paper
webcam_images\rock\webcam_image_rock_2.jpg,rock
webcam_images\scissors\webcam_image_scissors_112.jpg,scissors
webcam_images\rock\webcam_image_rock_241.jpg,rock
webcam_images\paper\webcam_image_paper_186.jpg,paper
webcam_images\rock\webcam_image_rock_214.jpg,rock
webcam_images\rock\webcam_image_rock_229.jpg,rock
webcam_images\rock\webcam_image_rock_199.jpg,rock
webcam_images\paper\webcam_image_paper_185.jpg,paper
webcam_images\scissors\webcam_image_scissors_220.jpg,scissors
webcam_images\paper\webcam_image_paper_124.jpg,paper
webcam_images\scissors\webcam_image_scissors_184.jpg,scissors
webcam_images\paper\webcam_image_paper_155.jpg,paper
webcam_images\scissors\webcam_image_scissors_60.jpg,scissors
webcam_images\rock\webcam_image_rock_52.jpg,rock
webcam_images\scissors\webcam_image_scissors_4.jpg,scissors
webcam_images\rock\webcam_image_rock_46.jpg,rock
webcam_images\paper\webcam_image_paper_182.jpg,paper
webcam_images\scissors\webcam_image_scissors_170.jpg,scissors
webcam_images\rock\webcam_image_rock_63.jpg,rock
webcam_images\paper\webcam_image_paper_24.jpg,paper
webcam_images\paper\webcam_image_paper_260.jpg,paper
webcam_images\paper\webcam_image_paper_19.jpg,paper
webcam_images\paper\webcam_image_paper_31.jpg,paper
webcam_images\paper\webcam_image_paper_132.jpg,paper
webcam_images\scissors\webcam_image_scissors_24.jpg,scissors
webcam_images\rock\webcam_image_rock_206.jpg,rock
webcam_images\scissors\webcam_image_scissors_1.jpg,scissors
webcam_images\scissors\webcam_image_scissors_188.jpg,scissors
webcam_images\rock\webcam_image_rock_218.jpg,rock
webcam_images\scissors\webcam_image_scissors_56.jpg,scissors
webcam_images\paper\webcam_image_paper_201.jpg,paper
webcam_images\rock\webcam_image_rock_67.jpg,rock
webcam_images\scissors\webcam_image_scissors_298.jpg,scissors
webcam_images\rock\webcam_image_rock_243.jpg,rock
webcam_images\scissors\webcam_image_scissors_42.jpg,scissors
webcam_images\scissors\webcam_image_scissors_271.jpg,scissors
webcam_images\rock\webcam_image_rock_279.jpg,rock
webcam_images\paper\webcam_image_paper_42.jpg,paper
webcam_images\paper\webcam_image_paper_165.jpg,paper
webcam_images\scissors\webcam_image_scissors_93.jpg,scissors
webcam_images\scissors\webcam_image_scissors_193.jpg,scissors
webcam_images\paper\webcam_image_paper_5.jpg,paper
webcam_images\scissors\webcam_image_scissors_13.jpg,scissors
webcam_images\scissors\webcam_image_scissors_138.jpg,scissors
webcam_images\scissors\webcam_image_scissors_259.jpg,scissors
webcam_images\scissors\webcam_image_scissors_223.jpg,scissors
webcam_images\rock\webcam_image_rock_248.jpg,rock
webcam_images\scissors\webcam_image_scissors_25.jpg,scissors
webcam_images\paper\webcam_image_paper_73.jpg,paper
webcam_images\scissors\webcam_image_scissors_43.jpg,scissors
webcam_images\scissors\webcam_image_scissors_295.jpg,scissors
webcam_images\rock\webcam_image_rock_266.jpg,rock
webcam_images\rock\webcam_image_rock_88.jpg,rock
webcam_images\rock\webcam_image_rock_155.jpg,rock
webcam_images\rock\webcam_image_rock_73.jpg,rock
webcam_images\scissors\webcam_image_scissors_47.jpg,scissors
webcam_images\paper\webcam_image_paper_264.jpg,paper
webcam_images\scissors\webcam_image_scissors_221.jpg,scissors
webcam_images\scissors\webcam_image_scissors_251.jpg,scissors
webcam_images\paper\webcam_image_paper_200.jpg,paper
webcam_images\rock\webcam_image_rock_283.jpg,rock
webcam_images\rock\webcam_image_rock_72.jpg,rock
webcam_images\scissors\webcam_image_scissors_92.jpg,scissors
webcam_images\paper\webcam_image_paper_26.jpg,paper
webcam_images\scissors\webcam_image_scissors_41.jpg,scissors
webcam_images\scissors\webcam_image_scissors_161.jpg,scissors
webcam_images\rock\webcam_image_rock_87.jpg,rock
webcam_images\scissors\webcam_image_scissors_199.jpg,scissors
webcam_images\rock\webcam_image_rock_268.jpg,rock
webcam_images\paper\webcam_image_paper_217.jpg,paper
webcam_images\paper\webcam_image_paper_262.jpg,paper
webcam_images\scissors\webcam_image_scissors_209.jpg,scissors
webcam_images\scissors\webcam_image_scissors_63.jpg,scissors
webcam_images\paper\webcam_image_paper_118.jpg,paper
webcam_images\scissors\webcam_image_scissors_16.jpg,scissors
webcam_images\scissors\webcam_image_scissors_157.jpg,scissors
webcam_images\paper\webcam_image_paper_14.jpg,paper
webcam_images\scissors\webcam_image_scissors_267.jpg,scissors
webcam_images\scissors\webcam_image_scissors_30.jpg,scissors
webcam_images\scissors\webcam_image_scissors_222.jpg,scissors
webcam_images\scissors\webcam_image_scissors_205.jpg,scissors
webcam_images\paper\webcam_image_paper_288.jpg,paper
webcam_images\rock\webcam_image_rock_246.jpg,rock
webcam_images\paper\webcam_image_paper_258.jpg,paper
webcam_images\paper\webcam_image_paper_103.jpg,paper
webcam_images\paper\webcam_image_paper_53.jpg,paper
webcam_images\paper\webcam_image_paper_223.jpg,paper
webcam_images\rock\webcam_image_rock_70.jpg,rock
webcam_images\rock\webcam_image_rock_264.jpg,rock
webcam_images\paper\webcam_image_paper_139.jpg,paper
webcam_images\paper\webcam_image_paper_263.jpg,paper
webcam_images\rock\webcam_image_rock_6.jpg,rock
webcam_images\scissors\webcam_image_scissors_119.jpg,scissors
webcam_images\scissors\webcam_image_scissors_181.jpg,scissors
webcam_images\scissors\webcam_image_scissors_244.jpg,scissors
webcam_images\paper\webcam_image_paper_167.jpg,paper
webcam_images\rock\webcam_image_rock_29.jpg,rock
webcam_images\paper\webcam_image_paper_111.jpg,paper
webcam_images\paper\webcam_image_paper_2.jpg,paper
webcam_images\scissors\webcam_image_scissors_290.jpg,scissors
webcam_images\paper\webcam_image_paper_174.jpg,paper
webcam_images\paper\webcam_image_paper_39.jpg,paper
webcam_images\rock\webcam_image_rock_221.jpg,rock
webcam_images\rock\webcam_image_rock_244.jpg,rock
webcam_images\rock\webcam_image_rock_255.jpg,rock
webcam_images\rock\webcam_image_rock_247.jpg,rock
webcam_images\scissors\webcam_image_scissors_176.jpg,scissors
webcam_images\rock\webcam_image_rock_90.jpg,rock
webcam_images\scissors\webcam_image_scissors_85.jpg,scissors
webcam_images\rock\webcam_image_rock_152.jpg,rock
webcam_images\scissors\webcam_image_scissors_153.jpg,scissors
webcam_images\scissors\webcam_image_scissors_65.jpg,scissors
webcam_images\paper\webcam_image_paper_120.jpg,paper
webcam_images\scissors\webcam_image_scissors_83.jpg,scissors
webcam_images\rock\webcam_image_rock_174.jpg,rock
webcam_images\scissors\webcam_image_scissors_51.jpg,scissors
webcam_images\paper\webcam_image_paper_292.jpg,paper
webcam_images\paper\webcam_image_paper_83.jpg,paper
webcam_images\scissors\webcam_image_scissors_81.jpg,scissors
webcam_images\scissors\webcam_image_scissors_206.jpg,scissors
webcam_images\rock\webcam_image_rock_165.jpg,rock
webcam_images\scissors\webcam_image_scissors_287.jpg,scissors
webcam_images\paper\webcam_image_paper_149.jpg,paper
webcam_images\scissors\webcam_image_scissors_75.jpg,scissors
webcam_images\scissors\webcam_image_scissors_169.jpg,scissors
webcam_images\scissors\webcam_image_scissors_252.jpg,scissors
webcam_images\scissors\webcam_image_scissors_277.jpg,scissors
webcam_images\rock\webcam_image_rock_136.jpg,rock
webcam_images\rock\webcam_image_rock_215.jpg,rock
webcam_images\scissors\webcam_image_scissors_166.jpg,scissors
webcam_images\paper\webcam_image_paper_34.jpg,paper
webcam_images\scissors\webcam_image_scissors_133.jpg,scissors
webcam_images\scissors\webcam_image_scissors_105.jpg,scissors
webcam_images\paper\webcam_image_paper_21.jpg,paper
webcam_images\paper\webcam_image_paper_84.jpg,paper
webcam_images\rock\webcam_image_rock_19.jpg,rock
webcam_images\paper\webcam_image_paper_295.jpg,paper
webcam_images\rock\webcam_image_rock_278.jpg,rock
webcam_images\paper\webcam_image_paper_257.jpg,paper
webcam_images\rock\webcam_image_rock_45.jpg,rock
webcam_images\paper\webcam_image_paper_256.jpg,paper
webcam_images\rock\webcam_image_rock_288.jpg,rock
webcam_images\rock\webcam_image_rock_95.jpg,rock
webcam_images\rock\webcam_image_rock_133.jpg,rock
webcam_images\scissors\webcam_image_scissors_155.jpg,scissors
webcam_images\scissors\webcam_image_scissors_110.jpg,scissors
webcam_images\paper\webcam_image_paper_259.jpg,paper
webcam_images\scissors\webcam_image_scissors_178.jpg,scissors
webcam_images\rock\webcam_image_rock_127.jpg,rock
webcam_images\paper\webcam_image_paper_18.jpg,paper
webcam_images\scissors\webcam_image_scissors_260.jpg,scissors
webcam_images\paper\webcam_image_paper_227.jpg,paper
webcam_images\paper\webcam_image_paper_107.jpg,paper
webcam_images\paper\webcam_image_paper_281.jpg,paper
webcam_images\paper\webcam_image_paper_4.jpg,paper
webcam_images\paper\webcam_image_paper_10.jpg,paper
webcam_images\paper\webcam_image_paper_176.jpg,paper
webcam_images\paper\webcam_image_paper_247.jpg,paper
webcam_images\rock\webcam_image_rock_169.jpg,rock
webcam_images\rock\webcam_image_rock_12.jpg,rock
webcam_images\rock\webcam_image_rock_18.jpg,rock
webcam_images\scissors\webcam_image_scissors_185.jpg,scissors
webcam_images\scissors\webcam_image_scissors_73.jpg,scissors
webcam_images\scissors\webcam_image_scissors_109.jpg,scissors
webcam_images\paper\webcam_image_paper_25.jpg,paper
webcam_images\rock\webcam_image_rock_7.jpg,rock
webcam_images\rock\webcam_image_rock_35.jpg,rock
webcam_images\paper\webcam_image_paper_136.jpg,paper
webcam_images\scissors\webcam_image_scissors_266.jpg,scissors
webcam_images\rock\webcam_image_rock_36.jpg,rock
webcam_images\scissors\webcam_image_scissors_177.jpg,scissors
webcam_images\rock\webcam_image_rock_280.jpg,rock
webcam_images\paper\webcam_image_paper_151.jpg,paper
webcam_images\paper\webcam_image_paper_30.jpg,paper
webcam_images\scissors\webcam_image_scissors_53.jpg,scissors
webcam_images\paper\webcam_image_paper_92.jpg,paper
webcam_images\paper\webcam_image_paper_203.jpg,paper
webcam_images\scissors\webcam_image_scissors_286.jpg,scissors
webcam_images\scissors\webcam_image_scissors_131.jpg,scissors
webcam_images\paper\webcam_image_paper_214.jpg,paper
webcam_images\rock\webcam_image_rock_272.jpg,rock
webcam_images\scissors\webcam_image_scissors_250.jpg,scissors
webcam_images\paper\webcam_image_paper_32.jpg,paper
webcam_images\rock\webcam_image_rock_60.jpg,rock
webcam_images\scissors\webcam_image_scissors_194.jpg,scissors
webcam_images\paper\webcam_image_paper_205.jpg,paper
webcam_images\scissors\webcam_image_scissors_149.jpg,scissors
webcam_images\paper\webcam_image_paper_164.jpg,paper
webcam_images\paper\webcam_image_paper_113.jpg,paper
webcam_images\rock\webcam_image_rock_74.jpg,rock
webcam_images\scissors\webcam_image_scissors_9.jpg,scissors
webcam_images\rock\webcam_image_rock_170.jpg,rock
webcam_images\paper\webcam_image_paper_238.jpg,paper
webcam_images\scissors\webcam_image_scissors_274.jpg,scissors
webcam_images\rock\webcam_image_rock_277.jpg,rock
webcam_images\paper\webcam_image_paper_131.jpg,paper
webcam_images\scissors\webcam_image_scissors_284.jpg,scissors
webcam_images\scissors\webcam_image_scissors_130.jpg,scissors
webcam_images\scissors\webcam_image_scissors_26.jpg,scissors
webcam_images\scissors\webcam_image_scissors_262.jpg,scissors
webcam_images\paper\webcam_image_paper_106.jpg,paper
webcam_images\paper\webcam_image_paper_65.jpg,paper
webcam_images\paper\webcam_image_paper_266.jpg,paper
webcam_images\rock\webcam_image_rock_11.jpg,rock
webcam_images\rock\webcam_image_rock_290.jpg,rock
webcam_images\paper\webcam_image_paper_173.jpg,paper
webcam_images\scissors\webcam_image_scissors_233.jpg,scissors
webcam_images\rock\webcam_image_rock_295.jpg,rock
webcam_images\scissors\webcam_image_scissors_6.jpg,scissors
webcam_images\rock\webcam_image_rock_208.jpg,rock
webcam_images\scissors\webcam_image_scissors_201.jpg,scissors
webcam_images\scissors\webcam_image_scissors_273.jpg,scissors
webcam_images\scissors\webcam_image_scissors_165.jpg,scissors
