filepath,label
webcam_images\paper\webcam_image_paper_285.jpg,paper
webcam_images\paper\webcam_image_paper_70.jpg,paper
webcam_images\scissors\webcam_image_scissors_143.jpg,scissors
webcam_images\paper\webcam_image_paper_7.jpg,paper
webcam_images\rock\webcam_image_rock_69.jpg,rock
webcam_images\scissors\webcam_image_scissors_171.jpg,scissors
webcam_images\rock\webcam_image_rock_121.jpg,rock
webcam_images\rock\webcam_image_rock_184.jpg,rock
webcam_images\scissors\webcam_image_scissors_122.jpg,scissors
webcam_images\paper\webcam_image_paper_244.jpg,paper
webcam_images\scissors\webcam_image_scissors_257.jpg,scissors
webcam_images\scissors\webcam_image_scissors_264.jpg,scissors
webcam_images\paper\webcam_image_paper_178.jpg,paper
webcam_images\paper\webcam_image_paper_99.jpg,paper
webcam_images\rock\webcam_image_rock_104.jpg,rock
webcam_images\paper\webcam_image_paper_195.jpg,paper
webcam_images\rock\webcam_image_rock_43.jpg,rock
webcam_images\paper\webcam_image_paper_60.jpg,paper
webcam_images\rock\webcam_image_rock_53.jpg,rock
webcam_images\scissors\webcam_image_scissors_82.jpg,scissors
webcam_images\scissors\webcam_image_scissors_118.jpg,scissors
webcam_images\scissors\webcam_image_scissors_62.jpg,scissors
webcam_images\scissors\webcam_image_scissors_76.jpg,scissors
webcam_images\scissors\webcam_image_scissors_282.jpg,scissors
webcam_images\rock\webcam_image_rock_26.jpg,rock
webcam_images\paper\webcam_image_paper_66.jpg,paper
webcam_images\paper\webcam_image_paper_88.jpg,paper
webcam_images\scissors\webcam_image_scissors_217.jpg,scissors
webcam_images\paper\webcam_image_paper_248.jpg,paper
webcam_images\scissors\webcam_image_scissors_162.jpg,scissors
webcam_images\rock\webcam_image_rock_223.jpg,rock
webcam_images\scissors\webcam_image_scissors_239.jpg,scissors
webcam_images\rock\webcam_image_rock_92.jpg,rock
webcam_images\scissors\webcam_image_scissors_45.jpg,scissors
